ID,CURRENT_SPECIES_NAME,CURRENT_TAXONOMIC_NAME,Family,Class,thermal guild,a,b,CF,SGFGu,Range,Frequency,Abundance,MaxLength,Trophic Level,Trophic group,Trophic group2,Water column,Diel Activity,Habitat,Min depth ,Max depth ,Mean depth,IUCN,Introduced,ThermalMP_5_95,ThermalMP_5min_95max,Thermal_95thmax,TNConfidence,SGI,SGI conf
,Chrysoblephus laticeps,Chrysoblephus laticeps,Sparidae,Actinopterygii,temperate,,,,,244,100,8,50,3.8,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,4,100,,NA,No,18.160875,19.5045,24.07,2,10.8973562,1
,Cirrhilabrus flavidorsalis,Cirrhilabrus flavidorsalis,Labridae,Actinopterygii,tropical,,,,,10,100,1,6.5,,Planktivore,Planktivore,benthic,Day,coral,,,,,,29.474,29.541,29.893,1,,
,Cirrhitops fasciatus,Cirrhitops fasciatus,Cirrhitidae,Actinopterygii,tropical,,,,,23,100,2,12.7,3.6,Benthic invertivore,Benthic invertivore,benthic,Day,coral,1,52,,NA,No,25.6235,25.617,27.207,1,,
,Cirripectes auritus,Cirripectes auritus,Blenniidae,Actinopterygii,tropical,,,,,15,100,1,9,2,Browsing herbivore,Herbivore,benthic,Day,coral,0,20,,NA,No,29.366,29.51455,30.78385,1,,
,Cladodactyla crocea,Cladodactyla crocea,Cucumariidae,Holothuroidea,temperate,,,,,10,100,156,,,omnivore,Herbivore,benthic,,rock,,,,NA,No,7.496,7.781,11.193,1,,
,Clanculus clangulus,Clanculus clangulus,Trochidae,Gastropoda,temperate,,,,,10,100,1,,,Browsing herbivore,Herbivore,benthic,,rock,,,,,,,,,,,
,Clarkcomanthus littoralis,Clarkcomanthus littoralis,Comatulidae,Crinoidea,tropical,,,,,10,100,2,24,,Planktivore,Planktivore,benthic,Night,coral,,,,,,,,,,,
,Clarkcomanthus luteofuscum,Clarkcomanthus luteofuscum,Comatulidae,Crinoidea,tropical,,,,,10,100,2,18,,Planktivore,Planktivore,benthic,Night,coral,,,,,,,,,,,
,Clypeomorus batillariaeformis,Clypeomorus batillariaeformis,Cerithiidae,Gastropoda,tropical,,,,,10,100,6,,,Benthic invertivore,Benthic invertivore,benthic,,sand,,,,,,,,,,,
,Clypeomorus bifasciata,Clypeomorus bifasciata,Cerithiidae,Gastropoda,tropical,,,,,10,100,3,3,,Benthic invertivore,Benthic invertivore,benthic,,sand,,,,,,,,,,,
,Comanthus ?parvicirrus,Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,coral,,,,,,27.293,27.251,30.301,0,,
,Comanthus sp. [1 Unid - yellow stem with sparse black pinnae],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,coral,,,,NA,No,25.357,25.215,29.598,0,,
,Comanthus sp. [2 Unid - yellow white and black],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,coral,,,,NA,No,25.357,25.215,29.598,0,,
,Comanthus sp. [3 Unid - all black],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,coral,,,,NA,No,25.357,25.215,29.598,0,,
,Comanthus sp. [All black],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,20.933,21.514,27.8,0,,
,Comanthus sp. [black orange],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,21.889,22.283,28.038,0,,
,Comanthus sp. [Black sparse],Comanthus spp.,#N/A,#N/A,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,,coral,,,,,,,,,,,
,Comanthus sp. [black w. orange tips],Comanthus spp.,#N/A,#N/A,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,,coral,,,,,,,,,,,
,Comanthus sp. [black white speckled],Comanthus spp.,#N/A,#N/A,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,,coral,,,,,,26.22905,26.0431,30.1072,0,,
,Comanthus sp. [black white tips],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,21.889,22.283,28.038,0,,
,Comanthus sp. [black/grey],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,coral,,,,NA,No,27.0015,26.883,29.491,0,,
,Comanthus sp. [black],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,coral,,,,NA,No,25.0907,23.3326,30.674,0,,
,Comanthus sp. [blue black],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,21.889,22.283,28.038,0,,
,Comanthus sp. [blue],Comanthus spp.,#N/A,#N/A,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,,coral,,,,,,26.2835,26.1905,30.402,0,,
,Comanthus sp. [brown NW],Comanthus spp.,#N/A,#N/A,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,,coral,,,,,,29.1635,28.9875,31.419,0,,
,Comanthus sp. [brown],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,coral,,,,NA,No,24.1158,22.6768,28.8256,0,,
,Comanthus sp. [cf briareus],Comanthus spp.,#N/A,#N/A,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,,coral,,,,,,25.47,25.275,31.419,0,,
,Comanthus sp. [cf schlegeli],Comanthus spp.,#N/A,#N/A,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,,coral,,,,,,25.5244,24.1951,31.115,0,,
,Comanthus sp. [cream],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,coral,,,,NA,No,25.927,26.072525,28.59515,0,,
,Comanthus sp. [dark olive green],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,coral,,,,NA,No,25.307,25.263875,28.48875,0,,
,Comanthus sp. [green brown],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,21.889,22.283,28.038,0,,
,Comanthus sp. [green yellow tips],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,21.7675,22.1372,28.1532,0,,
,Comanthus sp. [mirabilis cf],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,21.619,22.121,28.166,0,,
,Comanthus sp. [Multicolored],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,20.933,21.514,27.8,0,,
,Comanthus sp. [olive green],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,21.889,22.283,28.038,0,,
,Comanthus sp. [orange brown],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,22.124,23.2895,31.136,0,,
,Comanthus sp. [orange],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,coral,,,,NA,No,24.358175,23.013325,30.6589,0,,
,Comanthus sp. [parvicirrus cf],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,21.22455,21.66955,28.1111,0,,
,Comanthus sp. [parvicirrus?],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,21.398,21.9855,28.743,0,,
,Comanthus sp. [small white],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,21.889,22.283,28.038,0,,
,Comanthus sp. [suavia cf],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,21.619,22.121,28.166,0,,
,Comanthus sp. [Thick brown pinnae],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,20.933,21.514,27.8,0,,
,Comanthus sp. [white],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,coral,,,,NA,No,26.229825,24.04415,30.3453,0,,
,Comanthus sp. [yellow tips],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,22.813225,22.12795,29.0279,0,,
,Comanthus sp. [yellow],Comanthus spp.,Comasteridae,Crinoidea,tropical,,,,,10,100,1,1,,Planktivore,Planktivore,benthic,Night,coral,,,,NA,No,24.7662,23.69895,29.2346,0,,
,Comaster multifidus,Comaster multifidus,Comatulidae,Crinoidea,tropical,,,,,10,100,1,,,Planktivore,Planktivore,benthic,Night,coral,,,,,,,,,,,
,Cominella quoyana,Cominella quoyana,Buccinidae,Gastropoda,temperate,,,,,10,100,1,,,Browsing herbivore,Herbivore,benthic,,rock,,,,,,17.519,17.83,21.28,1,,
,Congrogadus subducens,Congrogadus subducens,Congrogadidae,Actinopterygii,tropical,,,,,10,100,1,45,4,Benthic invertivore,Benthic invertivore,benthic,Day,rock,4,6,,NA,No,24.823,25.298,28.264,1,,
,Conomurex luhuanus,Conomurex luhuanus,Strombidae,Gastropoda,tropical,,,,,10,100,2,7.6,,Benthic invertivore,Benthic invertivore,benthic,,sand,,,,,,,,,,,
,Conus figulinus,Conus figulinus,Conidae,Gastropoda,temperate,,,,,10,100,1,13.5,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,21.713,22.0255,24.92,1,,
,Conus lividus,Conus lividus,Conidae,Gastropoda,tropical,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,26.371,26.396,28.517,1,,
,Conus mustelinus,Conus mustelinus,Conidae,Gastropoda,tropical,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,,,,,,
,Conus retifer,Conus retifer,Conidae,Gastropoda,tropical,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,28.144,28.231,29.04,1,,
,Conus sanguinolentus,Conus sanguinolentus,Conidae,Gastropoda,tropical,,,,,10,100,1,6.6,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,23.888,23.916,26.882,1,,
,Conus tiaratus,Conus tiaratus,Conidae,Gastropoda,tropical,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,23.273,23.657,26.311,1,,
,Conus tropicensis,Conus tropicensis,Conidae,Gastropoda,tropical,,,,,10,100,2,7.5,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,23.888,23.916,26.882,1,,
,Conus virgo,Conus virgo,Conidae,Gastropoda,tropical,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,26.371,26.396,28.517,1,,
,Coralliophila mira,Coralliophila mira,Muricidae,Gastropoda,temperate,,,,,10,100,2,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,16.092,16.2535,20.945,1,,
,Coralliozetus springeri,Coralliozetus springeri,Chaenopsidae,Actinopterygii,tropical,,,,,10,100,1,2.5,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,rock,5,15,,LC,No,29.35,29.1855,30.2,1,,
,Coris hewetti,Coris hewetti,Labridae,Actinopterygii,tropical,,,,,68,100,30,13.9,3.3,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,1,40,,LC,No,28.1048,28.25385,29.3499,1,,
,Corythoichthys sp. [5 RK],Corythoichthys spp.,Syngnathidae,Actinopterygii,tropical,,,,,10,100,3,,,Planktivore,Planktivore,benthic,Night,coral,,,,,,,,,,,
,Cosmocampus elucens,Cosmocampus elucens,Syngnathidae,Actinopterygii,tropical,,,,,10,100,1,15,3.3,Benthic invertivore,Benthic invertivore,benthic,Day,coral,4,345,,LC,No,28.367,28.3825,29.507,1,,
,Cribrarula fallax,Cribrarula fallax,Cypraeidae,Gastropoda,temperate,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,20.257,20.27,22.784,1,,
,Crocodilichthys gracilis,Crocodilichthys gracilis,Tripterygiidae,Actinopterygii,tropical,,,,,11,100,18,,,Benthic invertivore,Benthic invertivore,benthic,Day,rock,,,,,,24.7235,23.669,31.518,2,,
,Crossata ventricosa,Crossata ventricosa,Bursidae,Gastropoda,temperate,,,,,10,100,2,1,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,15.962,16.5535,19.586,1,,
,Cryptasterias turqueti,Cryptasterias turqueti,Asteriidae,Asteroidea,polar,,,,,10,100,20,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,,,,,,
,Cryptocentrus caeruleopunctatus,Cryptocentrus caeruleopunctatus,Gobiidae,Actinopterygii,tropical,,,,,10,100,1,13,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,sand,,,,NA,No,26.216,26.462,30.2,1,,
,Cryptocentrus cryptocentrus,Cryptocentrus cryptocentrus,Gobiidae,Actinopterygii,tropical,,,,,10,100,2,13,,Browsing herbivore,Herbivore,benthic,Day,sand,,,,,,30.629,30.5165,31.176,1,,
,Cuapetes tenuipes,Cuapetes tenuipes,Palaemonidae,Malacostraca,tropical,,,,,10,100,4,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,29.741,29.7085,30.024,1,,
,Cucumaria frondosa japonica,Cucumaria frondosa,Cucumariidae,Holothuroidea,temperate,,,,,10,100,14,,,omnivore,Herbivore,benthic,,rock,,,,NA,No,7.984,8.7335,17.391,1,,
,Cuspivolva howlandae,Cuspivolva howlandae,Ovulidae,Gastropoda,temperate,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,20.578,20.365,24.56,1,,
,Cyclichthys spilostylus,Cyclichthys spilostylus,Diodontidae,Actinopterygii,tropical,,,,,10,100,1,34,,Benthic invertivore,Benthic invertivore,benthic,Day,rock,,,,,,24.81775,24.964,28.743,1,,
,Cypraea chinensis,Cypraea chinensis,#N/A,#N/A,temperate,,,,,10,100,1,1,,Scraping herbivore,Herbivore,benthic,,rock,,,,,,21.621,21.903,24.765,1,,
,Cypraea cribraria,Cypraea cribraria,Cypraeidae,Gastropoda,temperate,,,,,10,100,1,1,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,20.414,20.604,22.745,1,,
,Cypraea mappa,Cypraea mappa,Cypraeidae,Gastropoda,tropical,,,,,10,100,4,4,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,26.469,26.4775,28.687,1,,
,Dascyllus marginatus,Dascyllus marginatus,Pomacentridae,Actinopterygii,tropical,,,,,10,100,19,6,,Planktivore,Planktivore,benthic,Day,coral,,,,,,24.263,24.847,28.649,1,,
,Dascyllus strasburgi,Dascyllus strasburgi,Pomacentridae,Actinopterygii,tropical,,,,,58,100,16,9,2.8,Planktivore,Planktivore,Demersal,Day,coral,5,15,,NA,No,28.1854,28.3158,29.32045,1,,
,Dasyatis centroura,Dasyatis centroura,Dasyatidae,Elasmobranchii,tropical,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,Day,sand,,,,,,,,,,,
,Decapterus punctatus,Decapterus punctatus,Carangidae,Actinopterygii,tropical,,,,,10,100,12,32,,Higher carnivore,Higher carnivore,benthic,Day,sand,,,,,,,,,,,
,Dendrochirus barberi,Dendrochirus barberi,Scorpaenidae,Actinopterygii,tropical,,,,,10,100,4,16.5,4.2,Higher carnivore,Higher carnivore,benthic,Day,coral,1,50,,NA,No,26.003775,26.3575,28.775,2,,
,Dendronotus iris,Dendronotus iris,Dendronotidae,Gastropoda,temperate,,,,,10,100,1,20,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,9.776,8.391,16.442,1,,
,Dendronotus robustus,Dendronotus robustus,Dendronotidae,Gastropoda,temperate,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,10.268,10.74,18.83,1,,
,Diadema paucispinum,Diadema paucispinum,Diadematidae,Echinoidea,tropical,,,,,10,100,33,,,Browsing herbivore,Herbivore,benthic,,coral,,,,,,24.263,24.847,28.649,1,,
,Diagramma melanacrum,Diagramma melanacrum,Haemulidae,Actinopterygii,tropical,,,,,10,100,1,,,Higher carnivore,Higher carnivore,benthic,Day,coral,,,,,,30.629,30.5165,31.176,1,,
,Diaulula punctuolata,Diaulula punctuolata,Discodorididae,Gastropoda,temperate,,,,,10,100,2,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,7.496,7.781,11.193,1,,
,Digidentis arbuta,Digidentis arbuta,#N/A,#N/A,temperate,,,,,10,100,1,1,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,14.052,14.204,17.146,1,,
,Diplasterias brucei,Diplasterias brucei,Asteriidae,Asteroidea,polar,,,,,10,100,15,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,,,,,,
,Diplectrum bivittatum,Diplectrum bivittatum,Serranidae,Actinopterygii,tropical,,,,,10,100,2,25,,Higher carnivore,Higher carnivore,benthic,Day,sand,,,,,,,,,,,
,Diplopteraster verrucosus,Diplopteraster verrucosus,Pterasteridae,Asteroidea,temperate,,,,,10,100,3,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,7.51535,7.781,11.193,1,,
,Dipterygonotus balteatus,Dipterygonotus balteatus,Caesionidae,Actinopterygii,tropical,,,,,10,100,222,31.5661764705882,3.39444444444444,Planktivore,Planktivore,pelagic non-site attached,Day,water column,,,,,,26.144,26.094,29.472,1,,
,Doriprismatica stellata,Doriprismatica stellata,Chromodorididae,Gastropoda,tropical,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,29.741,29.7085,30.024,1,,
,Doris fontainii,Doris fontainii,Dorididae,Gastropoda,temperate,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,14.239,14.35,18.28,1,,
,Doris kerguelenensis,Doris kerguelenensis,Dorididae,Gastropoda,temperate,,,,,10,100,2,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,7.496,7.781,11.193,1,,
,Doris pseudoargus,Doris pseudoargus,Dorididae,Gastropoda,temperate,,,,,10,100,1,12,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,8.143,7.2615,14.76,1,,
,Doris wellingtonensis,Doris wellingtonensis,Dorididae,Gastropoda,temperate,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,16.93,17.26,19.894,1,,
,Durvilledoris similaris,Durvilledoris similaris,Chromodorididae,Gastropoda,temperate,,,,,10,100,1,1,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,18.832,18.679,20.262,1,,
,Echinarachnius parma,Echinarachnius parma,Echinarachniidae,Echinoidea,temperate,,,,,10,100,63,,,Browsing herbivore,Herbivore,benthic,,sand,,,,,,10.5,11.117,19.361,1,,
,Echinaster (Othilia) tenuispinus,Echinaster (Othilia) tenuispinus,Echinasteridae,Asteroidea,temperate,,,,,10,100,2,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,22.21,22.6405,29.254,1,,
,Ecsenius polystictus,Ecsenius polystictus,Blenniidae,Actinopterygii,tropical,,,,,10,100,2,4,2,Omnivore,Herbivore,benthic,Day,coral,12,15,,NA,No,29.9,29.9275,30.95,1,,
,Ekemblemaria myersi,Ekemblemaria myersi,Chaenopsidae,Actinopterygii,tropical,,,,,10,100,1,7,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,coral,1,4,,LC,No,24.808,25.0815,26.903,1,,
,Elacatinus illecebrosus,Elacatinus illecebrosus,Gobiidae,Actinopterygii,tropical,,,,,10,100,1,4,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,coral,,,,NA,No,28.194,28.3265,29.641,1,,
,Eleotrica cableae,Eleotrica cableae,Gobiidae,Actinopterygii,temperate,,,,,10,100,1,7,3.3,Benthic invertivore,Benthic invertivore,benthic,Day,sand,,,,VU,No,22.728,23.2275,25.682,1,,
,Elops affinis,Elops affinis,Elopidae,Actinopterygii,tropical,,,,,10,100,2,91,4.1,Planktivore,Planktivore,pelagic non-site attached,Day,water column,0,8,,DD,No,27.6569,26.70685,31.3617,1,,
,Elysia atroviridis,Elysia atroviridis,Plakobranchidae,Gastropoda,tropical,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,28.318,27.995,30.956,1,,
,Enchelycore carychroa,Enchelycore carychroa,Muraenidae,Actinopterygii,tropical,,,,,10,100,1,34,4.1,Benthic invertivore,Benthic invertivore,benthic,Night,coral,1,20,,NA,No,27.462,26.993275,30.08155,2,,
,Enchelycore pardalis,Enchelycore pardalis,Muraenidae,Actinopterygii,tropical,,,,,10,100,1,92,,Higher carnivore,Higher carnivore,benthic,Night,coral,,,,,,25.019,22.726375,29.08175,1,,
,Enneapterygius miyakensis,Enneapterygius miyakensis,Tripterygiidae,Actinopterygii,temperate,,,,,10,100,2,4.5,,Benthic invertivore,Benthic invertivore,benthic,Day,rock,,,,,,20.933,21.514,27.8,1,,
,Enneapterygius rhabdotus,Enneapterygius rhabdotus,Tripterygiidae,Actinopterygii,tropical,,,,,10,100,6,2.7,3,Benthic invertivore,Benthic invertivore,benthic,Day,coral,1,8,,NA,No,28.24575,28.518225,29.747,1,,
,Enneapterygius sp. [Red Sea],Enneapterygius spp.,Tripterygiidae,Actinopterygii,tropical,,,,,10,100,1,3.583333333,,Benthic invertivore,Benthic invertivore,benthic,Day,coral,,,,NA,No,26.8915,27.1321,30.8085,0,,
,Entelurus aequoreus,Entelurus aequoreus,Syngnathidae,Actinopterygii,temperate,,,,,10,100,1,40,3.5,Benthic invertivore,Benthic invertivore,benthic,Day,coral,,,,NA,No,12.37525,10.82645,19.9579,3,,
,Epinephelus bleekeri,Epinephelus bleekeri,Serranidae,Actinopterygii,tropical,,,,,10,100,2,76,3.9,Higher carnivore,Higher carnivore,Demersal,Day,coral,30,104,,NT,No,29.113,28.0919,32.6375,1,,
,Epinephelus howlandi,Epinephelus howlandi,Serranidae,Actinopterygii,tropical,,,,,10,100,1,55,4,Higher carnivore,Higher carnivore,Demersal,Day,coral,,,,,,,,,,,
,Epinephelus longispinis,Epinephelus longispinis,Serranidae,Actinopterygii,tropical,,,,,10,100,2,55,4.2,Higher carnivore,Higher carnivore,Demersal,Day,coral,1,70,,LC,No,29.596,29.7385,30.492,1,,
,Epinephelus octofasciatus,Epinephelus octofasciatus,Serranidae,Actinopterygii,temperate,,,,,10,100,1,130,4,Higher carnivore,Higher carnivore,Demersal,Day,coral,150,300,,NA,No,21.337,21.2765,23.895,1,,
,Epinephelus radiatus,Epinephelus radiatus,Serranidae,Actinopterygii,temperate,,,,,10,100,1,70,4,higher carnivore,Higher carnivore,Demersal,Day,coral,18,383,,LC,No,21.274,21.1615,23.604,1,,
,Erosaria erosa,Erosaria erosa,Cypraeidae,Gastropoda,tropical,,,,,10,100,1,5,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,26.371,26.396,28.517,1,,
,Erronea caurica,Erronea caurica,Cypraeidae,Gastropoda,tropical,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,26.131,26.2155,28.617,1,,
,Eucidaris galapagensis,Eucidaris galapagensis,Cidaridae,Echinoidea,tropical,,,,,127,100,123,15,,Scraping herbivore,Herbivore,benthic,,coral,,,,NA,No,24.1815,23.699,27.253,3,,
,Eucinostomus dowii,Eucinostomus dowii,Gerreidae,Actinopterygii,tropical,,,,,10,100,1,20,3.2,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,sand,,,,LC,No,23.413,23.835,26.272,1,,
,Euplica bidentata,Euplica bidentata,Columbellidae,Gastropoda,temperate,,,,,10,100,4,2.2,,Benthic invertivore,Benthic invertivore,benthic,,rock,0,8,,NA,No,20.6,20.6147,22.7449,1,,
,Eviota rubrisparsa,Eviota rubrisparsa,Gobiidae,Actinopterygii,tropical,,,,,10,100,1,2.714285714,,Benthic invertivore,Benthic invertivore,benthic,Day,coral,,,,NA,No,29.994,29.8125,30.686,1,,
,Eviota sp. [cf hosei],Eviota spp.,Gobiidae,Actinopterygii,tropical,,,,,10,100,1,,,Browsing herbivore,Herbivore,benthic,Day,coral,,,,,,,,,,,
,Felimare acriba,Felimare acriba,Chromodorididae,Gastropoda,tropical,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,,,,,,
,Felimida luteorosea,Felimida luteorosea,Chromodorididae,Gastropoda,temperate,,,,,10,100,1,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,17.61,17.912,25.945,1,,
,Fissurella crassa,Fissurella crassa,Fissurellidae,Gastropoda,temperate,,,,,10,100,9,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,7.5035,7.7327,11.193,1,,
,Fissurella picta,Fissurella picta,Fissurellidae,Gastropoda,temperate,,,,,10,100,1,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,13.417,13.2045,18.287,1,,
